"","prov_str","district_str","division_str","division","year","secondhalf","joined","constituency_1996","constituency_1988","hqs","alignedprovince","unalignedprovince","misalignedprovince","elf","lpop","lsqkm","cabinet","cabinet_9397","cabinet_9802","laggedvoteshare","total_dos","kalofficer","kikofficer","luoofficer","luhyaofficer","kamaofficer","gemaofficer","total_dos_9298_kal_p","total_dos_9298_kik_p","total_dos_9298_luo_p","total_dos_9298_luhya_p","total_dos_9298_miji_p","total_dos_9298_gema_p","total_dos_9298_kamatusa_p","total_dos_kal_9202_p","total_dos_kik_9202_p","avg_drop_indicator","cabinet_9397_p","cabinet_9802_p","unaligneddivision","stronghold","weakhold","mijiofficer","bef97","electionyear","moi_1997_vs","vs_byelection","before1998","rvdummy"
"1","CENTRAL","KIAMBU","GATUNDU","Gatundu_b_S",2001,1,1994,"GATUNDU SOUTH","Gatundu",0,0,0,1,0.03302598,5.275503,2.681241,0,0,0,0.004310917,2,0,0,0,0,1,0,0.125,0.375,0.125,0.375,0,0.375,0.125,0.0625,0.1875,4,0,0,0,0,1,0,0,0,0.06341622,0.06341622,0,0
"2","CENTRAL","KIAMBU","GATUNDU","Gatundu_N",2002,1,1994,"GATUNDU NORTH","Gatundu",0,0,0,1,0.03302598,5.275503,2.681241,0,0,0,0.004310917,2,0,0,0,0,0,0,0.125,0.375,0.125,0.375,0,0.375,0.125,0.0625,0.1875,3,0,0,0,0,1,0,0,1,0.018606335,0.018606335,0,0
"3","CENTRAL","KIAMBU","GATUNDU","Gatundu_N",2000,0,1991,"GATUNDU NORTH","Gatundu",0,0,0,1,0.03302598,5.275503,2.681241,0,0,0,0.004310917,2,0,0,0,0,0,1,0.125,0.375,0.125,0.375,0,0.375,0.125,0.0625,0.1875,2,0,0,0,0,1,0,0,0,0.018606335,0.018606335,0,0
"4","CENTRAL","KIAMBU","GATUNDU","Gatundu_b_S",1997,0,1988,"GATUNDU SOUTH","Gatundu",0,0,0,1,0.03302598,5.275503,2.681241,0,0,0,0.004310917,2,0,0,0,0,0,0,0.125,0.375,0.125,0.375,0,0.375,0.125,0.0625,0.1875,2,0,0,0,0,1,0,1,1,0.06341622,0.004310917,1,0
"5","CENTRAL","KIAMBU","GATUNDU","Gatundu_N",2002,0,1994,"GATUNDU NORTH","Gatundu",0,0,0,1,0.03302598,5.275503,2.681241,0,0,0,0.004310917,2,0,0,0,0,0,0,0.125,0.375,0.125,0.375,0,0.375,0.125,0.0625,0.1875,1,0,0,0,0,1,0,0,1,0.018606335,0.018606335,0,0
"6","CENTRAL","KIAMBU","GATUNDU","Gatundu_N",1997,0,1994,"GATUNDU NORTH","Gatundu",0,0,0,1,0.03302598,5.275503,2.681241,0,0,0,0.004310917,2,0,0,0,1,0,0,0.125,0.375,0.125,0.375,0,0.375,0.125,0.0625,0.1875,1,0,0,0,0,1,0,1,1,0.018606335,0.004310917,1,0
"7","CENTRAL","KIAMBU","GATUNDU","Gatundu_b_S",1996,1,1988,"GATUNDU SOUTH","Gatundu",0,0,0,1,0.03302598,5.275503,2.681241,0,0,0,0.004310917,2,0,0,0,0,0,0,0.125,0.375,0.125,0.375,0,0.375,0.125,0.0625,0.1875,3,0,0,0,0,1,0,1,0,0.06341622,0.004310917,1,0
"8","CENTRAL","KIAMBU","GATUNDU","Gatundu_N",1999,1,1987,"GATUNDU NORTH","Gatundu",0,0,0,1,0.03302598,5.275503,2.681241,0,0,0,0.004310917,2,0,0,0,0,0,0,0.125,0.375,0.125,0.375,0,0.375,0.125,0.0625,0.1875,2,0,0,0,0,1,0,0,0,0.018606335,0.018606335,0,0
"9","CENTRAL","KIAMBU","GATUNDU","Gatundu_N",2001,1,1991,"GATUNDU NORTH","Gatundu",0,0,0,1,0.03302598,5.275503,2.681241,0,0,0,0.004310917,2,0,0,0,0,0,1,0.125,0.375,0.125,0.375,0,0.375,0.125,0.0625,0.1875,3,0,0,0,0,1,0,0,0,0.018606335,0.018606335,0,0
"10","CENTRAL","KIAMBU","GATUNDU","Kamwangi",1999,1,1991,"GATUNDU NORTH","Gatundu",0,0,0,1,0.03302598,5.275503,2.681241,0,0,0,0.004310917,2,0,0,0,0,0,1,0.125,0.375,0.125,0.375,0,0.375,0.125,0.0625,0.1875,1,0,0,0,0,1,0,0,0,0.018606335,0.018606335,0,0
"11","CENTRAL","KIAMBU","GATUNDU","Gatundu_N",1995,0,1990,"GATUNDU NORTH","Gatundu",0,0,0,1,0.03302598,5.275503,2.681241,0,0,0,0.004310917,1,0,0,1,0,0,0,0.125,0.375,0.125,0.375,0,0.375,0.125,0.0625,0.1875,1,0,0,0,0,1,0,1,0,0.018606335,0.004310917,1,0
"12","CENTRAL","KIAMBU","GATUNDU","Gatundu_b_S",2000,1,1980,"GATUNDU SOUTH","Gatundu",0,0,0,1,0.03302598,5.275503,2.681241,0,0,0,0.004310917,2,0,0,0,0,1,0,0.125,0.375,0.125,0.375,0,0.375,0.125,0.0625,0.1875,3,0,0,0,0,1,0,0,0,0.06341622,0.06341622,0,0
"13","CENTRAL","KIAMBU","GATUNDU","Gatundu_N",1997,1,1994,"GATUNDU NORTH","Gatundu",0,0,0,1,0.03302598,5.275503,2.681241,0,0,0,0.004310917,3,0,0,0,1,0,0,0.125,0.375,0.125,0.375,0,0.375,0.125,0.0625,0.1875,5,0,0,0,0,1,0,1,1,0.018606335,0.004310917,1,0
"14","CENTRAL","KIAMBU","GATUNDU","Gatundu_b_S",2002,1,1980,"GATUNDU SOUTH","Gatundu",0,0,0,1,0.03302598,5.275503,2.681241,0,0,0,0.004310917,2,0,0,0,0,1,0,0.125,0.375,0.125,0.375,0,0.375,0.125,0.0625,0.1875,4,0,0,0,0,1,0,0,1,0.06341622,0.06341622,0,0
"15","CENTRAL","KIAMBU","GATUNDU","Gatundu_b_S",2000,0,1980,"GATUNDU SOUTH","Gatundu",0,0,0,1,0.03302598,5.275503,2.681241,0,0,0,0.004310917,2,0,0,0,0,1,0,0.125,0.375,0.125,0.375,0,0.375,0.125,0.0625,0.1875,1,0,0,0,0,1,0,0,0,0.06341622,0.06341622,0,0
"16","CENTRAL","KIAMBU","GATUNDU","Gatundu_N",2000,1,1991,"GATUNDU NORTH","Gatundu",0,0,0,1,0.03302598,5.275503,2.681241,0,0,0,0.004310917,2,0,0,0,0,0,1,0.125,0.375,0.125,0.375,0,0.375,0.125,0.0625,0.1875,4,0,0,0,0,1,0,0,0,0.018606335,0.018606335,0,0
"17","CENTRAL","KIAMBU","GATUNDU","Gatundu_b_S",2001,0,1980,"GATUNDU SOUTH","Gatundu",0,0,0,1,0.03302598,5.275503,2.681241,0,0,0,0.004310917,2,0,0,0,0,1,0,0.125,0.375,0.125,0.375,0,0.375,0.125,0.0625,0.1875,2,0,0,0,0,1,0,0,0,0.06341622,0.06341622,0,0
"18","CENTRAL","KIAMBU","GATUNDU","Gatundu_b_S",1993,0,1991,"GATUNDU SOUTH","Gatundu",0,0,0,1,0.03302598,5.275503,2.681241,0,0,0,0.004310917,2,1,0,0,0,1,0,0.125,0.375,0.125,0.375,0,0.375,0.125,0.0625,0.1875,2,0,0,0,0,1,0,1,0,0.06341622,0.004310917,1,0
"19","CENTRAL","KIAMBU","GATUNDU","Gatundu_N",1995,1,1989,"GATUNDU NORTH","Gatundu",0,0,0,1,0.03302598,5.275503,2.681241,0,0,0,0.004310917,1,0,1,0,0,0,1,0.125,0.375,0.125,0.375,0,0.375,0.125,0.0625,0.1875,2,0,0,0,0,1,0,1,0,0.018606335,0.004310917,1,0
"20","CENTRAL","KIAMBU","GATUNDU","Gatundu_N",2001,0,1991,"GATUNDU NORTH","Gatundu",0,0,0,1,0.03302598,5.275503,2.681241,0,0,0,0.004310917,2,0,0,0,0,0,1,0.125,0.375,0.125,0.375,0,0.375,0.125,0.0625,0.1875,1,0,0,0,0,1,0,0,0,0.018606335,0.018606335,0,0
"21","CENTRAL","KIAMBU","GATUNDU","Gatundu_b_S",1996,0,1988,"GATUNDU SOUTH","Gatundu",0,0,0,1,0.03302598,5.275503,2.681241,0,0,0,0.004310917,2,0,0,0,0,0,0,0.125,0.375,0.125,0.375,0,0.375,0.125,0.0625,0.1875,2,0,0,0,0,1,0,1,0,0.06341622,0.004310917,1,0
"22","CENTRAL","KIAMBU","GATUNDU","Kamwangi",1997,1,1990,"GATUNDU NORTH","Gatundu",0,0,0,1,0.03302598,5.275503,2.681241,0,0,0,0.004310917,3,0,1,0,0,0,1,0.125,0.375,0.125,0.375,0,0.375,0.125,0.0625,0.1875,3,0,0,0,0,1,0,1,1,0.018606335,0.004310917,1,0
"23","CENTRAL","KIAMBU","GATUNDU","Gatundu_N",1993,0,1985,"GATUNDU NORTH","Gatundu",0,0,0,1,0.03302598,5.275503,2.681241,0,0,0,0.004310917,2,0,0,0,1,0,0,0.125,0.375,0.125,0.375,0,0.375,0.125,0.0625,0.1875,1,0,0,0,0,1,0,1,0,0.018606335,0.004310917,1,0
"24","CENTRAL","KIAMBU","GATUNDU","Gatundu_b_S",2002,0,1980,"GATUNDU SOUTH","Gatundu",0,0,0,1,0.03302598,5.275503,2.681241,0,0,0,0.004310917,2,0,0,0,0,1,0,0.125,0.375,0.125,0.375,0,0.375,0.125,0.0625,0.1875,2,0,0,0,0,1,0,0,1,0.06341622,0.06341622,0,0
"25","CENTRAL","KIAMBU","GATUNDU","Gatundu_b_S",1997,1,1988,"GATUNDU SOUTH","Gatundu",0,0,0,1,0.03302598,5.275503,2.681241,0,0,0,0.004310917,3,0,0,0,0,0,0,0.125,0.375,0.125,0.375,0,0.375,0.125,0.0625,0.1875,4,0,0,0,0,1,0,1,1,0.06341622,0.004310917,1,0
"26","CENTRAL","KIAMBU","GATUNDU","Gatundu_N",1996,0,1989,"GATUNDU NORTH","Gatundu",0,0,0,1,0.03302598,5.275503,2.681241,0,0,0,0.004310917,2,0,1,0,0,0,1,0.125,0.375,0.125,0.375,0,0.375,0.125,0.0625,0.1875,1,0,0,0,0,1,0,1,0,0.018606335,0.004310917,1,0
"27","CENTRAL","KIAMBU","GATUNDU","Gatundu_N",1996,1,1994,"GATUNDU NORTH","Gatundu",0,0,0,1,0.03302598,5.275503,2.681241,0,0,0,0.004310917,2,0,0,0,1,0,0,0.125,0.375,0.125,0.375,0,0.375,0.125,0.0625,0.1875,4,0,0,0,0,1,0,1,0,0.018606335,0.004310917,1,0
"28","CENTRAL","KIAMBU","GITHUNGURI","Githunguri_b",1997,0,NA,"GITHUNGURI","Githunguri",0,0,0,1,0.055769026,5.070998,2.230449,0,0,0,0.021916311,2,0,0,0,0,1,0,0.125,0.125,0,0,0,0.125,0.5,0.083333336,0.083333336,1,0,0,0,0,1,0,1,1,0.019495076,0.021916311,1,0
"29","CENTRAL","KIAMBU","GITHUNGURI","Githunguri",1996,0,1995,"GITHUNGURI","Githunguri",0,0,0,1,0.055769026,5.070998,2.230449,0,0,0,0.021916311,2,0,0,0,0,0,0,0.125,0.125,0,0,0,0.125,0.5,0.083333336,0.083333336,1,0,0,0,0,1,0,1,0,0.019495076,0.021916311,1,0
"30","CENTRAL","KIAMBU","GITHUNGURI","Githunguri",1997,1,1989,"GITHUNGURI","Githunguri",0,0,0,1,0.055769026,5.070998,2.230449,0,0,0,0.021916311,1,0,1,0,0,0,1,0.125,0.125,0,0,0,0.125,0.5,0.083333336,0.083333336,3,0,0,0,0,1,0,1,1,0.019495076,0.021916311,1,0
"31","CENTRAL","KIAMBU","GITHUNGURI","Githunguri",1995,0,NA,"GITHUNGURI","Githunguri",0,0,0,1,0.055769026,5.070998,2.230449,0,0,0,0.021916311,1,0,0,0,0,1,0,0.125,0.125,0,0,0,0.125,0.5,0.083333336,0.083333336,1,0,0,0,0,1,0,1,0,0.019495076,0.021916311,1,0
"32","CENTRAL","KIAMBU","GITHUNGURI","Githunguri",2001,1,1991,"GITHUNGURI","Githunguri",0,0,0,1,0.055769026,5.070998,2.230449,0,0,0,0.021916311,1,0,0,1,0,0,0,0.125,0.125,0,0,0,0.125,0.5,0.083333336,0.083333336,2,0,0,0,0,1,0,0,0,0.019495076,0.019495076,0,0
"33","CENTRAL","KIAMBU","GITHUNGURI","Githunguri_b",1996,0,NA,"GITHUNGURI","Githunguri",0,0,0,1,0.055769026,5.070998,2.230449,0,0,0,0.021916311,2,0,0,0,0,1,0,0.125,0.125,0,0,0,0.125,0.5,0.083333336,0.083333336,2,0,0,0,0,1,0,1,0,0.019495076,0.021916311,1,0
"34","CENTRAL","KIAMBU","GITHUNGURI","Githunguri_b",1996,1,NA,"GITHUNGURI","Githunguri",0,0,0,1,0.055769026,5.070998,2.230449,0,0,0,0.021916311,2,0,0,0,0,1,0,0.125,0.125,0,0,0,0.125,0.5,0.083333336,0.083333336,3,0,0,0,0,1,0,1,0,0.019495076,0.021916311,1,0
"35","CENTRAL","KIAMBU","GITHUNGURI","Githunguri",1995,1,1995,"GITHUNGURI","Githunguri",0,0,0,1,0.055769026,5.070998,2.230449,0,0,0,0.021916311,2,0,0,0,0,0,0,0.125,0.125,0,0,0,0.125,0.5,0.083333336,0.083333336,3,0,0,0,0,1,0,1,0,0.019495076,0.021916311,1,0
"36","CENTRAL","KIAMBU","GITHUNGURI","Githunguri",1993,0,1984,"GITHUNGURI","Githunguri",0,0,0,1,0.055769026,5.070998,2.230449,0,0,0,0.021916311,1,0,0,0,0,0,0,0.125,0.125,0,0,0,0.125,0.5,0.083333336,0.083333336,1,0,0,0,0,1,0,1,0,0.019495076,0.021916311,1,0
"37","CENTRAL","KIAMBU","GITHUNGURI","Githunguri",1999,1,1990,"GITHUNGURI","Githunguri",0,0,0,1,0.055769026,5.070998,2.230449,0,0,0,0.021916311,1,0,0,0,0,0,0,0.125,0.125,0,0,0,0.125,0.5,0.083333336,0.083333336,1,0,0,0,0,1,0,0,0,0.019495076,0.019495076,0,0
"38","CENTRAL","KIAMBU","GITHUNGURI","Githunguri",2001,0,1991,"GITHUNGURI","Githunguri",0,0,0,1,0.055769026,5.070998,2.230449,0,0,0,0.021916311,1,0,0,1,0,0,0,0.125,0.125,0,0,0,0.125,0.5,0.083333336,0.083333336,1,0,0,0,0,1,0,0,0,0.019495076,0.019495076,0,0
"39","CENTRAL","KIAMBU","GITHUNGURI","Githunguri",2000,1,1990,"GITHUNGURI","Githunguri",0,0,0,1,0.055769026,5.070998,2.230449,0,0,0,0.021916311,1,0,0,0,0,0,0,0.125,0.125,0,0,0,0.125,0.5,0.083333336,0.083333336,2,0,0,0,0,1,0,0,0,0.019495076,0.019495076,0,0
"40","CENTRAL","KIAMBU","GITHUNGURI","Githunguri_b",1995,1,NA,"GITHUNGURI","Githunguri",0,0,0,1,0.055769026,5.070998,2.230449,0,0,0,0.021916311,2,0,0,0,0,1,0,0.125,0.125,0,0,0,0.125,0.5,0.083333336,0.083333336,2,0,0,0,0,1,0,1,0,0.019495076,0.021916311,1,0
"41","CENTRAL","KIAMBU","GITHUNGURI","Githunguri",2002,1,1991,"GITHUNGURI","Githunguri",0,0,0,1,0.055769026,5.070998,2.230449,0,0,0,0.021916311,1,0,0,1,0,0,0,0.125,0.125,0,0,0,0.125,0.5,0.083333336,0.083333336,2,0,0,0,0,1,0,0,1,0.019495076,0.019495076,0,0
"42","CENTRAL","KIAMBU","GITHUNGURI","Githunguri",2000,0,1990,"GITHUNGURI","Githunguri",0,0,0,1,0.055769026,5.070998,2.230449,0,0,0,0.021916311,1,0,0,0,0,0,0,0.125,0.125,0,0,0,0.125,0.5,0.083333336,0.083333336,1,0,0,0,0,1,0,0,0,0.019495076,0.019495076,0,0
"43","CENTRAL","KIAMBU","GITHUNGURI","Githunguri",2002,0,1991,"GITHUNGURI","Githunguri",0,0,0,1,0.055769026,5.070998,2.230449,0,0,0,0.021916311,1,0,0,1,0,0,0,0.125,0.125,0,0,0,0.125,0.5,0.083333336,0.083333336,1,0,0,0,0,1,0,0,1,0.019495076,0.019495076,0,0
"44","CENTRAL","KIAMBU","GITHUNGURI","Githunguri",1996,1,1995,"GITHUNGURI","Githunguri",0,0,0,1,0.055769026,5.070998,2.230449,0,0,0,0.021916311,2,0,0,0,0,0,0,0.125,0.125,0,0,0,0.125,0.5,0.083333336,0.083333336,4,0,0,0,0,1,0,1,0,0.019495076,0.021916311,1,0
"45","CENTRAL","KIAMBU","GITHUNGURI","Githunguri",1997,0,1995,"GITHUNGURI","Githunguri",0,0,0,1,0.055769026,5.070998,2.230449,0,0,0,0.021916311,2,0,0,0,0,0,0,0.125,0.125,0,0,0,0.125,0.5,0.083333336,0.083333336,2,0,0,0,0,1,0,1,1,0.019495076,0.021916311,1,0
"46","CENTRAL","KIAMBU","GITHUNGURI","Githunguri",1994,1,1984,"GITHUNGURI","Githunguri",0,0,0,1,0.055769026,5.070998,2.230449,0,0,0,0.021916311,1,1,0,0,0,1,0,0.125,0.125,0,0,0,0.125,0.5,0.083333336,0.083333336,1,0,0,0,0,1,0,1,0,0.019495076,0.021916311,1,0
"47","CENTRAL","KIAMBU","KIAMBAA","Kiambu_DO2",1995,1,1990,"KIAMBAA","Kiambaa",1,0,0,1,0.23031932,5.134706,2.271842,0,0,0,0.017410789,4,0,0,0,0,0,0,0.05,0.35,0.25,0.1,0.1,0.4,0.05,0.054054055,0.24324325,7,0,0,0,0,1,0,1,0,0.07725916,0.017410789,1,0
"48","CENTRAL","KIAMBU","KIAMBAA","Kiambu_DOHQ_4",2001,0,1992,"KIAMBAA","Kiambaa",1,0,0,1,0.23031932,5.134706,2.271842,0,0,0,0.017410789,6,0,1,0,0,0,1,0.05,0.35,0.25,0.1,0.1,0.4,0.05,0.054054055,0.24324325,1,0,0,0,0,1,0,0,0,0.07725916,0.07725916,0,0
"49","CENTRAL","KIAMBU","KIAMBAA","Kiambu_Municipality",2002,0,1989,"KIAMBAA","Kiambaa",0,0,0,1,0.23031932,5.134706,2.271842,0,0,0,0.017410789,4,0,0,0,0,0,0,0.05,0.35,0.25,0.1,0.1,0.4,0.05,0.054054055,0.24324325,1,0,0,0,0,1,0,0,1,0.07725916,0.07725916,0,0
"50","CENTRAL","KIAMBU","KIAMBAA","Kiambu_DO2",1996,1,1990,"KIAMBAA","Kiambaa",1,0,0,1,0.23031932,5.134706,2.271842,0,0,0,0.017410789,2,0,0,0,0,0,0,0.05,0.35,0.25,0.1,0.1,0.4,0.05,0.054054055,0.24324325,6,0,0,0,0,1,0,1,0,0.07725916,0.017410789,1,0
"51","CENTRAL","KIAMBU","KIAMBAA","Kiambu_DO1",2002,0,1991,"KIAMBAA","Kiambaa",1,0,0,1,0.23031932,5.134706,2.271842,0,0,0,0.017410789,4,0,0,0,0,0,0,0.05,0.35,0.25,0.1,0.1,0.4,0.05,0.054054055,0.24324325,4,0,0,0,0,1,0,0,1,0.07725916,0.07725916,0,0
"52","CENTRAL","KIAMBU","KIAMBAA","Kiambu_DO2",2001,0,1998,"KIAMBAA","Kiambaa",1,0,0,1,0.23031932,5.134706,2.271842,0,0,0,0.017410789,6,0,0,0,0,0,0,0.05,0.35,0.25,0.1,0.1,0.4,0.05,0.054054055,0.24324325,6,0,0,0,0,1,0,0,0,0.07725916,0.07725916,0,0
"53","CENTRAL","KIAMBU","KIAMBAA","Kiambu_DO1",1995,0,1982,"KIAMBAA","Kiambaa",1,0,0,1,0.23031932,5.134706,2.271842,0,0,0,0.017410789,3,0,0,0,1,0,0,0.05,0.35,0.25,0.1,0.1,0.4,0.05,0.054054055,0.24324325,3,0,0,0,0,1,0,1,0,0.07725916,0.017410789,1,0
"54","CENTRAL","KIAMBU","KIAMBAA","Kiambu_DO2",2000,1,1998,"KIAMBAA","Kiambaa",1,0,0,1,0.23031932,5.134706,2.271842,0,0,0,0.017410789,4,0,0,0,0,0,0,0.05,0.35,0.25,0.1,0.1,0.4,0.05,0.054054055,0.24324325,8,0,0,0,0,1,0,0,0,0.07725916,0.07725916,0,0
"55","CENTRAL","KIAMBU","KIAMBAA","Kiambaa_b",1993,0,1985,"KIAMBAA","Kiambaa",0,0,0,1,0.23031932,5.134706,2.271842,0,0,0,0.017410789,5,0,1,0,0,0,1,0.05,0.35,0.25,0.1,0.1,0.4,0.05,0.054054055,0.24324325,1,0,0,0,0,1,0,1,0,0.07725916,0.017410789,1,0
"56","CENTRAL","KIAMBU","KIAMBAA","Kiambu_Municipality",2002,1,1996,"KIAMBAA","Kiambaa",0,0,0,1,0.23031932,5.134706,2.271842,0,0,0,0.017410789,4,0,0,0,1,0,0,0.05,0.35,0.25,0.1,0.1,0.4,0.05,0.054054055,0.24324325,5,0,0,0,0,1,0,0,1,0.07725916,0.07725916,0,0
"57","CENTRAL","KIAMBU","KIAMBAA","Kiambu_DO1",1999,1,1988,"KIAMBAA","Kiambaa",1,0,0,1,0.23031932,5.134706,2.271842,0,0,0,0.017410789,3,0,0,0,1,0,0,0.05,0.35,0.25,0.1,0.1,0.4,0.05,0.054054055,0.24324325,3,0,0,0,0,1,0,0,0,0.07725916,0.07725916,0,0
"58","CENTRAL","KIAMBU","KIAMBAA","Kiambu_DOHQ_4",1997,1,1997,"KIAMBAA","Kiambaa",1,0,0,1,0.23031932,5.134706,2.271842,0,0,0,0.017410789,2,0,0,0,0,0,0,0.05,0.35,0.25,0.1,0.1,0.4,0.05,0.054054055,0.24324325,6,0,0,0,0,1,0,1,1,0.07725916,0.017410789,1,0
"59","CENTRAL","KIAMBU","KIAMBAA","Kiambu_Municipality",2001,1,1989,"KIAMBAA","Kiambaa",0,0,0,1,0.23031932,5.134706,2.271842,0,0,0,0.017410789,5,0,0,0,0,0,0,0.05,0.35,0.25,0.1,0.1,0.4,0.05,0.054054055,0.24324325,11,0,0,0,0,1,0,0,0,0.07725916,0.07725916,0,0
"60","CENTRAL","KIAMBU","KIAMBAA","Kiambaa",1993,0,1982,"KIAMBAA","Kiambaa",0,0,0,1,0.23031932,5.134706,2.271842,0,0,0,0.017410789,5,0,0,0,0,0,1,0.05,0.35,0.25,0.1,0.1,0.4,0.05,0.054054055,0.24324325,2,0,0,0,0,1,0,1,0,0.07725916,0.017410789,1,0
"61","CENTRAL","KIAMBU","KIAMBAA","Kiambu_Municipality",2000,0,1992,"KIAMBAA","Kiambaa",0,0,0,1,0.23031932,5.134706,2.271842,0,0,0,0.017410789,4,1,0,0,0,1,0,0.05,0.35,0.25,0.1,0.1,0.4,0.05,0.054054055,0.24324325,4,0,0,0,0,1,0,0,0,0.07725916,0.07725916,0,0
"62","CENTRAL","KIAMBU","KIAMBAA","Kiambu_DO2",1994,1,1971,"KIAMBAA","Kiambaa",1,0,0,1,0.23031932,5.134706,2.271842,0,0,0,0.017410789,3,0,1,0,0,0,1,0.05,0.35,0.25,0.1,0.1,0.4,0.05,0.054054055,0.24324325,1,0,0,0,0,1,0,1,0,0.07725916,0.017410789,1,0
"63","CENTRAL","KIAMBU","KIAMBAA","Kiambaa",1994,1,1989,"KIAMBAA","Kiambaa",0,0,0,1,0.23031932,5.134706,2.271842,0,0,0,0.017410789,3,0,1,0,0,0,1,0.05,0.35,0.25,0.1,0.1,0.4,0.05,0.054054055,0.24324325,2,0,0,0,0,1,0,1,0,0.07725916,0.017410789,1,0
"64","CENTRAL","KIAMBU","KIAMBAA","Kiambaa",1996,0,1968,"KIAMBAA","Kiambaa",0,0,0,1,0.23031932,5.134706,2.271842,0,0,0,0.017410789,4,0,1,0,0,0,1,0.05,0.35,0.25,0.1,0.1,0.4,0.05,0.054054055,0.24324325,1,0,0,0,0,1,0,1,0,0.07725916,0.017410789,1,0
"65","CENTRAL","KIAMBU","KIAMBAA","Kiambaa",1995,1,1968,"KIAMBAA","Kiambaa",0,0,0,1,0.23031932,5.134706,2.271842,0,0,0,0.017410789,4,0,1,0,0,0,1,0.05,0.35,0.25,0.1,0.1,0.4,0.05,0.054054055,0.24324325,4,0,0,0,0,1,0,1,0,0.07725916,0.017410789,1,0
"66","CENTRAL","KIAMBU","KIAMBAA","Kiambaa",2001,0,1994,"KIAMBAA","Kiambaa",0,0,0,1,0.23031932,5.134706,2.271842,0,0,0,0.017410789,6,0,0,0,0,0,0,0.05,0.35,0.25,0.1,0.1,0.4,0.05,0.054054055,0.24324325,4,0,0,0,0,1,1,0,0,0.07725916,0.07725916,0,0
"67","CENTRAL","KIAMBU","KIAMBAA","Kiambu_DO3",1997,0,1992,"KIAMBAA","Kiambaa",1,0,0,1,0.23031932,5.134706,2.271842,0,0,0,0.017410789,4,1,0,0,0,1,0,0.05,0.35,0.25,0.1,0.1,0.4,0.05,0.054054055,0.24324325,4,0,0,0,0,1,0,1,1,0.07725916,0.017410789,1,0
"68","CENTRAL","KIAMBU","KIAMBAA","Kiambu_DO1",1993,0,1982,"KIAMBAA","Kiambaa",1,0,0,1,0.23031932,5.134706,2.271842,0,0,0,0.017410789,5,0,0,0,0,0,0,0.05,0.35,0.25,0.1,0.1,0.4,0.05,0.054054055,0.24324325,5,0,0,0,0,1,1,1,0,0.07725916,0.017410789,1,0
"69","CENTRAL","KIAMBU","KIAMBAA","Kiambu_DO3",1993,0,1992,"KIAMBAA","Kiambaa",1,0,0,1,0.23031932,5.134706,2.271842,0,0,0,0.017410789,5,0,0,0,0,0,0,0.05,0.35,0.25,0.1,0.1,0.4,0.05,0.054054055,0.24324325,3,0,0,0,0,1,0,1,0,0.07725916,0.017410789,1,0
"70","CENTRAL","KIAMBU","KIAMBAA","Kiambu_DO1",2000,1,1989,"KIAMBAA","Kiambaa",1,0,0,1,0.23031932,5.134706,2.271842,0,0,0,0.017410789,4,0,0,0,0,1,0,0.05,0.35,0.25,0.1,0.1,0.4,0.05,0.054054055,0.24324325,7,0,0,0,0,1,0,0,0,0.07725916,0.07725916,0,0
"71","CENTRAL","KIAMBU","KIAMBAA","Kiambaa",2002,1,1994,"KIAMBAA","Kiambaa",0,0,0,1,0.23031932,5.134706,2.271842,0,0,0,0.017410789,4,0,0,0,0,0,0,0.05,0.35,0.25,0.1,0.1,0.4,0.05,0.054054055,0.24324325,8,0,0,0,0,1,1,0,1,0.07725916,0.07725916,0,0
"72","CENTRAL","KIAMBU","KIAMBAA","Kiambu_DO2",2001,1,1996,"KIAMBAA","Kiambaa",1,0,0,1,0.23031932,5.134706,2.271842,0,0,0,0.017410789,5,0,0,0,0,1,0,0.05,0.35,0.25,0.1,0.1,0.4,0.05,0.054054055,0.24324325,7,0,0,0,0,1,0,0,0,0.07725916,0.07725916,0,0
"73","CENTRAL","KIAMBU","KIAMBAA","Kiambu_DOHQ_4",2001,1,1997,"KIAMBAA","Kiambaa",1,0,0,1,0.23031932,5.134706,2.271842,0,0,0,0.017410789,5,0,0,1,0,0,0,0.05,0.35,0.25,0.1,0.1,0.4,0.05,0.054054055,0.24324325,10,0,0,0,0,1,0,0,0,0.07725916,0.07725916,0,0
"74","CENTRAL","KIAMBU","KIAMBAA","Kiambu_Municipality",2001,1,1989,"KIAMBAA","Kiambaa",0,0,0,1,0.23031932,5.134706,2.271842,0,0,0,0.017410789,5,0,0,0,0,0,0,0.05,0.35,0.25,0.1,0.1,0.4,0.05,0.054054055,0.24324325,9,0,0,0,0,1,0,0,0,0.07725916,0.07725916,0,0
"75","CENTRAL","KIAMBU","KIAMBAA","Kiambu_Municipality",2001,0,1989,"KIAMBAA","Kiambaa",0,0,0,1,0.23031932,5.134706,2.271842,0,0,0,0.017410789,6,0,0,0,0,0,0,0.05,0.35,0.25,0.1,0.1,0.4,0.05,0.054054055,0.24324325,5,0,0,0,0,1,0,0,0,0.07725916,0.07725916,0,0
